"SampleID","CRA","Error","DC13","Material","Species","Site","Phase","Type","Country","Longitude","Latitude","LocQual","Source","Comments"
"KN-1266",6460,55,NA,"charcoal",NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5929. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-1996",8750,60,NA,NA,NA,"Gazel Grotte","GAZ1","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5914. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11340",6155,55,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5938. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11333",5630,35,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5948. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11334",5570,70,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5949. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Grn-6707",6350,55,NA,NA,NA,"Gazel Grotte","GAZ3","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:12457. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11336",5765,70,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5946. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-2241",6150,45,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5939. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-1993",7730,60,NA,NA,NA,"Gazel Grotte","GAZ1","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5918. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11335",5785,35,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5945. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Grn-6706",6145,65,NA,NA,NA,"Gazel Grotte","GAZ3","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:12458. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"KN-1265",5920,45,NA,"charcoal",NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5944. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11644",5655,115,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5947. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11338",6300,45,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5934. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-1392",4560,45,NA,NA,NA,"Gazel Grotte","GAZ6","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5952. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-1994",7960,50,NA,NA,NA,"Gazel Grotte","GAZ1","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5916. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Grn-6705",6090,65,NA,NA,NA,"Gazel Grotte","GAZ3","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:12459. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"CRG-1074",3668,79,NA,NA,NA,"Gen�ve - Saint-Gervais",NA,NA,"FRA",6.14182,46.2071,"C","EUROEVOL-Sample:7502. (28/05/2012 AG:12/10/2012 AG: PhCd Genv1 given. NCD).","EUROEVOL-Site:S1999"
"CRG-1076",3571,107,NA,NA,NA,"Gen�ve - Saint-Gervais",NA,NA,"FRA",6.14182,46.2071,"C","EUROEVOL-Sample:7505. (28/05/2012 AG:12/10/2012 AG: PhCd Genv1 given. NCD).","EUROEVOL-Site:S1999"
"CRG-1075",4245,165,NA,NA,NA,"Gen�ve - Saint-Gervais",NA,NA,"FRA",6.14182,46.2071,"C","EUROEVOL-Sample:7358. (28/05/2012 AG:12/10/2012 AG: PhCd Genv1 given. NCD).","EUROEVOL-Site:S1999"
"CRG-1073",4986,174,NA,NA,NA,"Gen�ve - Saint-Gervais","GENV1",NA,"FRA",6.14182,46.2071,"C","EUROEVOL-Sample:7136. (28/05/2012 AG:12/10/2012 AG: PhCd Genv1 given. NCD).","EUROEVOL-Site:S1999"
"Ly-6945",5750,60,NA,NA,NA,"GIRIBALDI CIMIEZ CARABACEL",NA,NA,"FRA",7.272,43.712,"C","EUROEVOL-Sample:6089. (12/11/2012 - SC: lat/long according to approximate location of site (e.g., 800m west of the river Paillon and 1.8km from the sea)14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2017"
"Ly-6350",5495,95,NA,NA,NA,"GIRIBALDI CIMIEZ CARABACEL",NA,NA,"FRA",7.272,43.712,"C","EUROEVOL-Sample:6090. (12/11/2012 - SC: lat/long according to approximate location of site (e.g., 800m west of the river Paillon and 1.8km from the sea)14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2017"
"Ly-6349",5175,85,NA,NA,NA,"GIRIBALDI CIMIEZ CARABACEL",NA,NA,"FRA",7.272,43.712,"C","EUROEVOL-Sample:6093. (12/11/2012 - SC: lat/long according to approximate location of site (e.g., 800m west of the river Paillon and 1.8km from the sea)14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2017"
"Ly-6348",5290,80,NA,NA,NA,"GIRIBALDI CIMIEZ CARABACEL",NA,NA,"FRA",7.272,43.712,"C","EUROEVOL-Sample:6091. (12/11/2012 - SC: lat/long according to approximate location of site (e.g., 800m west of the river Paillon and 1.8km from the sea)14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2017"
"KN-315",5720,170,NA,NA,NA,"Gornies le Claux","GRNLX2",NA,"FRA",3.63,43.89,"C","EUROEVOL-Sample:12464. (KM - Village of Gornies14/11/2012 AG: PhCd Grnlx1, Grnlx2 and Grnlx3 given).","EUROEVOL-Site:S2043"
"Ly-2736",4500,150,NA,NA,NA,"Gornies le Claux","GRNLX3",NA,"FRA",3.63,43.89,"C","EUROEVOL-Sample:12463. (KM - Village of Gornies14/11/2012 AG: PhCd Grnlx1, Grnlx2 and Grnlx3 given).","EUROEVOL-Site:S2043"
"Ly-2735",4040,130,NA,NA,NA,"Gornies le Claux","GRNLX1",NA,"FRA",3.63,43.89,"C","EUROEVOL-Sample:12462. (KM - Village of Gornies14/11/2012 AG: PhCd Grnlx1, Grnlx2 and Grnlx3 given).","EUROEVOL-Site:S2043"
"Lyon-2546",4995,30,NA,"bone",NA,"Montelimar, Le Gournier",NA,NA,"FRA",4.73,44.54,"C","EUROEVOL-Sample:11949. (KM - http://www.archeosand.fr/docs/Brochure.pdf14/11/2012 AG: PhCd Mnlt1 given. NCD. Same BIN number cultures).","EUROEVOL-Site:S2054"
"GIFTAN 91097",5020,130,NA,NA,NA,"Montelimar, Le Gournier","MNTL1",NA,"FRA",4.73,44.54,"C","EUROEVOL-Sample:12566. (KM - http://www.archeosand.fr/docs/Brochure.pdf14/11/2012 AG: PhCd Mnlt1 given. NCD. Same BIN number cultures).","EUROEVOL-Site:S2054"
"GIFTAN 91108",4900,110,NA,NA,NA,"Montelimar, Le Gournier","MNTL1",NA,"FRA",4.73,44.54,"C","EUROEVOL-Sample:12567. (KM - http://www.archeosand.fr/docs/Brochure.pdf14/11/2012 AG: PhCd Mnlt1 given. NCD. Same BIN number cultures).","EUROEVOL-Site:S2054"
"Lyon-2547",4840,30,NA,"bone",NA,"Montelimar, Le Gournier",NA,NA,"FRA",4.73,44.54,"C","EUROEVOL-Sample:11921. (KM - http://www.archeosand.fr/docs/Brochure.pdf14/11/2012 AG: PhCd Mnlt1 given. NCD. Same BIN number cultures).","EUROEVOL-Site:S2054"
"Lyon-2560",4961,30,NA,"bone",NA,"Montelimar, Le Gournier",NA,NA,"FRA",4.73,44.54,"C","EUROEVOL-Sample:11940. (KM - http://www.archeosand.fr/docs/Brochure.pdf14/11/2012 AG: PhCd Mnlt1 given. NCD. Same BIN number cultures).","EUROEVOL-Site:S2054"
"GIF-7740",7740,190,NA,"charcoal",NA,"Gramari","GRMI1",NA,"FRA",5.22,44.01,"C","EUROEVOL-Sample:6139. (KM - http://uwinnipeg.academia.edu/ChristopherMeiklejohn/Papers/739675/Radiocarbon_dating_of_Mesolithic_human_remains_in_France14/11/2012 AG: PhCd NCD. Grmi1, Grmi2, Grmi3 given.).","EUROEVOL-Site:S2056"
"Gif-752",7740,190,NA,"charcoal",NA,"Gramari","GRMI2",NA,"FRA",5.22,44.01,"C","EUROEVOL-Sample:6146. (KM - http://uwinnipeg.academia.edu/ChristopherMeiklejohn/Papers/739675/Radiocarbon_dating_of_Mesolithic_human_remains_in_France14/11/2012 AG: PhCd NCD. Grmi1, Grmi2, Grmi3 given.).","EUROEVOL-Site:S2056"
"Ly-11533",6850,100,NA,NA,NA,"Gramari",NA,NA,"FRA",5.22,44.01,"C","EUROEVOL-Sample:6147. (KM - http://uwinnipeg.academia.edu/ChristopherMeiklejohn/Papers/739675/Radiocarbon_dating_of_Mesolithic_human_remains_in_France14/11/2012 AG: PhCd NCD. Grmi1, Grmi2, Grmi3 given.).","EUROEVOL-Site:S2056"
"Gif-753",8000,190,NA,"charcoal",NA,"Gramari","GRMI2",NA,"FRA",5.22,44.01,"C","EUROEVOL-Sample:6144. (KM - http://uwinnipeg.academia.edu/ChristopherMeiklejohn/Papers/739675/Radiocarbon_dating_of_Mesolithic_human_remains_in_France14/11/2012 AG: PhCd NCD. Grmi1, Grmi2, Grmi3 given.).","EUROEVOL-Site:S2056"
"Gif-4890",7800,140,NA,NA,NA,"Gramari",NA,NA,"FRA",5.22,44.01,"C","EUROEVOL-Sample:6145. (KM - http://uwinnipeg.academia.edu/ChristopherMeiklejohn/Papers/739675/Radiocarbon_dating_of_Mesolithic_human_remains_in_France14/11/2012 AG: PhCd NCD. Grmi1, Grmi2, Grmi3 given.).","EUROEVOL-Site:S2056"
"Ly-11532",8155,70,NA,NA,NA,"Gramari",NA,NA,"FRA",5.22,44.01,"C","EUROEVOL-Sample:6143. (KM - http://uwinnipeg.academia.edu/ChristopherMeiklejohn/Papers/739675/Radiocarbon_dating_of_Mesolithic_human_remains_in_France14/11/2012 AG: PhCd NCD. Grmi1, Grmi2, Grmi3 given.).","EUROEVOL-Site:S2056"
"Ly-2077",5010,140,NA,NA,NA,"GRANDE BARME SAVIGNY",NA,NA,"FRA",5.91667,45.7333,"C","EUROEVOL-Sample:6593. (KM - OK14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2059"
"Lyon-3163",4575,40,NA,NA,NA,"GRAPPIN GROTTE",NA,NA,"FRA",5.55,46.77,"C","EUROEVOL-Sample:5951. (KM - http://www.sciencedirect.com/science/article/pii/S000355210600057414/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2061"
"Lyon-3431",4420,35,NA,NA,NA,"GRAPPIN GROTTE",NA,NA,"FRA",5.55,46.77,"C","EUROEVOL-Sample:5953. (KM - http://www.sciencedirect.com/science/article/pii/S000355210600057414/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2061"
"Grn-10435",3905,35,NA,NA,NA,"Greffeil, Les Charbonniers","GRFF1",NA,"FRA",2.37832,43.0782,"C","EUROEVOL-Sample:12471. (KM - OK14/11/2012�AG: PhCd Grff1 given).","EUROEVOL-Site:S2068"
"Lyon-2696",9240,50,NA,"bone",NA,"Grotte Tempiette",NA,NA,"FRA",5.89,45.45,"C","EUROEVOL-Sample:12274. (KM - Bocquet-Appel's spreadsheet (name changed from Grotte grotte) - Village of Entremont-le-vieux14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2139"
"GrN-6158",7155,95,NA,NA,NA,"HORTUS",NA,NA,"FRA",3.83333,43.8,"C","EUROEVOL-Sample:6109. (KM - OK14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2260"
"Lyon-3693",7060,40,NA,"charcoal",NA,"ILOT CORDIER",NA,NA,"FRA",4.8,45.776,"C","EUROEVOL-Sample:12232. (KM - www.archeo.ens.fr/site-afeaf/.../prog_vien_06.rtf14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2291"
"MC-1224",5380,110,NA,NA,NA,"Istres Miouvin","ISTM2",NA,"FRA",4.97,43.53,"C","EUROEVOL-Sample:12478. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1977_hos_74_1_845914/11/2012�AG: PhCd istM1, istM2 given).","EUROEVOL-Site:S2312"
"MC-2210",4100,110,NA,NA,NA,"Istres Miouvin","ISTM1",NA,"FRA",4.97,43.53,"C","EUROEVOL-Sample:12481. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1977_hos_74_1_845914/11/2012�AG: PhCd istM1, istM2 given).","EUROEVOL-Site:S2312"
"MC-2209",4350,110,NA,NA,NA,"Istres Miouvin","ISTM1",NA,"FRA",4.97,43.53,"C","EUROEVOL-Sample:12482. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1977_hos_74_1_845914/11/2012�AG: PhCd istM1, istM2 given).","EUROEVOL-Site:S2312"
"MC-1223",4025,160,NA,NA,NA,"Istres Miouvin","ISTM1",NA,"FRA",4.97,43.53,"C","EUROEVOL-Sample:12479. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1977_hos_74_1_845914/11/2012�AG: PhCd istM1, istM2 given).","EUROEVOL-Site:S2312"
"Ly-628",8490,190,NA,"soil",NA,"Jean-Pierre I","JENP1",NA,"FRA",5.8333,45.6667,"C","EUROEVOL-Sample:6586. (KM - OK14/11/2012 AG: PhCd JenP1).","EUROEVOL-Site:S2329"
"Ly-5059",3770,70,NA,NA,NA,"Jouques dolmen des Cudieres","JUQD1",NA,"FRA",5.63955,43.6366,"C","EUROEVOL-Sample:12487. (KM - OK14/11/2012 AG: PhCd Juqd1 given).","EUROEVOL-Site:S2337"
"Ly-5058",4325,90,NA,NA,NA,"Jouques dolmen des Cudieres","JUQD1",NA,"FRA",5.63955,43.6366,"C","EUROEVOL-Sample:12486. (KM - OK14/11/2012 AG: PhCd Juqd1 given).","EUROEVOL-Site:S2337"
"Lyon-2240",4130,40,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6561. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-1848",4530,60,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6559. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-2770",4625,35,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6558. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-2771",5265,35,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6554. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-2759",4320,30,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6560. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-2769",5110,35,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6555. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-2766",4670,35,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6557. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"Lyon-1846",4950,60,NA,NA,NA,"L'ABBAYE GROTTE DE",NA,NA,"FRA",5.67,45.79,"C","EUROEVOL-Sample:6556. (KM - http://wikimapia.org/12209717/fr/Grotte-de-l-Abbaye-1-Chazey-Bons-Fr14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2451"
"MC-1288",5270,100,NA,NA,NA,"l'Abbe Pialat Grotte de","LAPT1",NA,"FRA",3.73,43.9,"C","EUROEVOL-Sample:12701. (KM - http://www.archeometrie.mom.fr/banadora/echantillon.php?num=20563&cpt=114/11/2012�AG: PhCd NCD, Lapt1, Lapt2 given).","EUROEVOL-Site:S2453"
"MC-1289",5750,100,NA,NA,NA,"l'Abbe Pialat Grotte de",NA,NA,"FRA",3.73,43.9,"C","EUROEVOL-Sample:6125. (KM - http://www.archeometrie.mom.fr/banadora/echantillon.php?num=20563&cpt=114/11/2012�AG: PhCd NCD, Lapt1, Lapt2 given).","EUROEVOL-Site:S2453"
"MC-1290",6070,100,NA,NA,NA,"l'Abbe Pialat Grotte de","LAPT2",NA,"FRA",3.73,43.9,"C","EUROEVOL-Sample:12702. (KM - http://www.archeometrie.mom.fr/banadora/echantillon.php?num=20563&cpt=114/11/2012�AG: PhCd NCD, Lapt1, Lapt2 given).","EUROEVOL-Site:S2453"
"MC-1291",7820,100,NA,NA,NA,"l'Abbe Pialat Grotte de",NA,NA,"FRA",3.73,43.9,"C","EUROEVOL-Sample:6124. (KM - http://www.archeometrie.mom.fr/banadora/echantillon.php?num=20563&cpt=114/11/2012�AG: PhCd NCD, Lapt1, Lapt2 given).","EUROEVOL-Site:S2453"
"GIF-3787",4610,110,NA,"charcoal",NA," l'Engorner Grotte","LEGR1",NA,"FRA",2.38,42.6,"C","EUROEVOL-Sample:5791. (KM - http://www.persee.fr/web/revues/home/prescript/article/galip_0016-4127_1976_num_19_2_154214/11/2012�AG: PhCd Legr1 given).","EUROEVOL-Site:S2457"
"Ly-5702",6450,120,NA,"charcoal",NA,"l'Horte","LHOR1",NA,"FRA",2.71,43.25,"C","EUROEVOL-Sample:5896. (KM - OK14/11/2012�AG: PhCd lhor1 given).","EUROEVOL-Site:S2461"
"Ly-11492",4440,45,NA,"bone",NA,"Dolmen de L'Ubac",NA,NA,"FRA",5.24,43.86,"C","EUROEVOL-Sample:11865. (KM - http://pm.revues.org/index439.htmlVillage of Goult14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2464"
"Lyon-1721",6700,70,NA,"charcoal",NA,"Dolmen de L'Ubac",NA,NA,"FRA",5.24,43.86,"C","EUROEVOL-Sample:12230. (KM - http://pm.revues.org/index439.htmlVillage of Goult14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2464"
"Ly-11493",4245,45,NA,"bone",NA,"Dolmen de L'Ubac",NA,NA,"FRA",5.24,43.86,"C","EUROEVOL-Sample:11845. (KM - http://pm.revues.org/index439.htmlVillage of Goult14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2464"
"Lyon-2893",4595,35,NA,NA,NA,"LA BALME A JULIETTE",NA,NA,"FRA",5.33,46.08,"C","EUROEVOL-Sample:6582. (KM - OK14/11/2012�AG: PhCd NCD ).","EUROEVOL-Site:S2466"
"CRG-302",5335,67,NA,NA,NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:6613. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"Ly-741",7725,55,NA,NA,NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:6611. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"CRG-412",5135,105,NA,NA,NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:6614. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"Lyon-2011",5715,30,NA,"bone",NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:12111. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"CRG-411",5384,128,NA,NA,NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:6612. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"CRG 539",6255,100,NA,NA,NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:6575. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"Ly-1936",8170,160,NA,NA,NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:6615. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"Lyon-2009",5905,30,NA,"bone",NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:12155. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"Lyon-2010",5365,30,NA,"bone",NA,"La Balme-de-Thuy ""La Vieille Eglise""",NA,NA,"FRA",6.28,45.9,"C","EUROEVOL-Sample:12032. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_1984_hos_81_10_859514/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2467"
"Ly-8242",5315,50,NA,NA,NA,"LA BERNAT",NA,NA,"FRA",3.45,43.57,"C","EUROEVOL-Sample:11712. (KM - Village of Aspiran14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2473"
"Ly-8241",5475,60,NA,NA,NA,"LA BERNAT",NA,NA,"FRA",3.45,43.57,"C","EUROEVOL-Sample:11699. (KM - Village of Aspiran14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2473"
"Lyon-3726",4935,35,NA,"bone",NA,"LA CANE POUCOT GROTTE DE",NA,NA,"FRA",6.17,47.39,"C","EUROEVOL-Sample:11935. (KM - Bocquet-Appel's spreadsheet - Village of Rigney15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2476"
"Ly-10730",4060,35,NA,"charcoal",NA,"LA CARRERRASSA",NA,NA,"FRA",2.84,42.69,"C","EUROEVOL-Sample:11826. (KM - http://hal.inria.fr/docs/00/42/51/01/PDF/vol.4.pdf15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2477"
"Ly-10729",4525,50,NA,"charcoal",NA,"LA CARRERRASSA",NA,NA,"FRA",2.84,42.69,"C","EUROEVOL-Sample:11876. (KM - http://hal.inria.fr/docs/00/42/51/01/PDF/vol.4.pdf15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2477"
"Lyon-3519",4080,30,NA,"bone",NA,"LA CHAUVE SOURIS GROTTE DE",NA,NA,"FRA",4.7,44.46,"C","EUROEVOL-Sample:11827. (KM - http://halshs.archives-ouvertes.fr/halshs-00458261/en/15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2483"
"Ly-5856",6660,70,NA,NA,NA,"LA CHOULIERE",NA,NA,"FRA",5.1,46.98,"C","EUROEVOL-Sample:11638. (KM - http://ads.ahds.ac.uk/catalogue/adsdata/arch-283-1/dissemination/txt/site.txt15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2485"
"Ly-5855",6640,80,NA,NA,NA,"LA CHOULIERE",NA,NA,"FRA",5.1,46.98,"C","EUROEVOL-Sample:11639. (KM - http://ads.ahds.ac.uk/catalogue/adsdata/arch-283-1/dissemination/txt/site.txt15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2485"
"Ly-5857",6360,115,NA,NA,NA,"LA CHOULIERE",NA,NA,"FRA",5.1,46.98,"C","EUROEVOL-Sample:11641. (KM - http://ads.ahds.ac.uk/catalogue/adsdata/arch-283-1/dissemination/txt/site.txt15/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S2485"
"Ly-8046",5225,55,NA,NA,NA,"LA CONDEMINE",NA,NA,"FRA",4.93,46.53,"C","EUROEVOL-Sample:11723. (KM - http://ads.ahds.ac.uk/catalogue/adsdata/arch-283-1/dissemination/txt/site.txt15/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2488"
"Ly-4789",7240,125,NA,NA,NA,"LA COTE DE MOPARD",NA,NA,"FRA",5.55,45.7,"C","EUROEVOL-Sample:6589. (KM - OK15/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S2490"
